Name,Sale price,Regular price,Categories,Images,Description,Published,In stock?,Allow customer reviews?
Self Draining Leaf Shape Soap Dish Case Holder Bathroom Soap,80,399,Bedding & Bath > Bath > Bathroom Counter Storage,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/11/Self-Draining-Leaf-Shape-Soap-Dish-Case-Holder-Bathroom-Soap-1663151790205.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/11/Self-Draining-Leaf-Shape-Soap-Dish-Case-Holder-Bathroom-Soap-1663151791264.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/11/Self-Draining-Leaf-Shape-Soap-Dish-Case-Holder-Bathroom-Soap-1663151791897.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/11/Self-Draining-Leaf-Shape-Soap-Dish-Case-Holder-Bathroom-Soap-1663151792996.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/11/Self-Draining-Leaf-Shape-Soap-Dish-Case-Holder-Bathroom-Soap-1663151794045.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/11/Self-Draining-Leaf-Shape-Soap-Dish-Case-Holder-Bathroom-Soap-1663151795143.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/11/Self-Draining-Leaf-Shape-Soap-Dish-Case-Holder-Bathroom-Soap-1663151796197.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/11/Self-Draining-Leaf-Shape-Soap-Dish-Case-Holder-Bathroom-Soap-1663151797291.png","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Self Draining Leaf Shape Soap Dish Case Holder Bathroom Soap</h2><div class=""description""><ul class=""""><li class="""">Type:Bathroom Soap Holder</li><li class="""">Shape: Leaf</li><li class="""">Material: Plastic and Silicon</li><li class="""">At the bottom of the hollow out, no water.</li><li class="""">Keep soap dry and clean,great to stop mushy soap.</li><li class="""">With suction cup at the bottom, it will not slide easily.</li><li class="""">Easy to use and clean.</li><li class="""">Simple style, fashionable and generous.</li><li class="""">Weight: 75g</li><li class="""">Wide: 8.5cm</li><li class="""">Drain Outlet Design: v-shaped drain, keep dry.</li><li class="""">Bottom suction cup: strong adsorption, not easy to move.</li></ul></div><div class=""htmlContent""></div><h2 class=""specifications_heading"">Specifications of Self Draining Leaf Shape Soap Dish Case Holder Bathroom Soap</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">157328780_BD-1087982749</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Self Draining Leaf Shape Soap Dish Case Holder Bathroom Soap</div></div></div></div>",-1,0,1
4PCS - Refrigerator Freezer Mat Fridge Anti-fouling Anti Frost Waterproof Pad kitchen table wardrobe drawer mats,245,380,Kitchen & Dining > Kitchen & Table Linen > Placemats & Coasters,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/12/4PCS---Refrigerator-Freezer-Mat-Fridge-Anti-fouling-Anti-Frost-Waterproof-Pad-kitchen-table-wardrobe-drawer-mats-1663151802682.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/12/4PCS---Refrigerator-Freezer-Mat-Fridge-Anti-fouling-Anti-Frost-Waterproof-Pad-kitchen-table-wardrobe-drawer-mats-1663151803739.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/12/4PCS---Refrigerator-Freezer-Mat-Fridge-Anti-fouling-Anti-Frost-Waterproof-Pad-kitchen-table-wardrobe-drawer-mats-1663151804831.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/12/4PCS---Refrigerator-Freezer-Mat-Fridge-Anti-fouling-Anti-Frost-Waterproof-Pad-kitchen-table-wardrobe-drawer-mats-1663151805888.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/12/4PCS---Refrigerator-Freezer-Mat-Fridge-Anti-fouling-Anti-Frost-Waterproof-Pad-kitchen-table-wardrobe-drawer-mats-1663151806977.png","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of 4PCS - Refrigerator Freezer Mat Fridge Anti-fouling Anti Frost Waterproof Pad kitchen table wardrobe drawer mats</h2><div class=""description""><ul class=""""><li class="""">Random Color Will Be Sent As Per Availability, Size: 17 inch x 12 inch</li><li class="""">Multi-Purpose Mat for Refrigerator and Drawer</li><li class="""">Made from Durable High Quality Plastic Material</li><li class="""">It is Easy to Clean and Wash</li><li class="""">A Long Lasting Mat Daily Use</li><li class="""">4pcs</li><li class="""">multi colour</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><ul>
	<li>It is Cute, Fashionable and Looks Special. A Great Attraction for Any Themed Party or Event.</li>
	<li>Suitable for Birthday Party, Children's, Return Gift, Bar, Club, Cafe, Hotels, Coffee Shop, Family.</li>
	<li>Made of Food Grade PVC Plastic.</li>
	<li>Reusable Plastic material for juice drink mock tail etc.</li>
	<li>Random Designs &amp; Random Color</li>
</ul></div></div><h2 class=""specifications_heading"">Specifications of 4PCS - Refrigerator Freezer Mat Fridge Anti-fouling Anti Frost Waterproof Pad kitchen table wardrobe drawer mats</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">249742312_BD-1196149137</div></li><li class=""key-li""><span class=""key-title""> Fabric  </span><div class=""html-content key-value"">PVC</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">4PCS - Refrigerator Freezer Mat Fridge Anti-fouling Anti Frost Waterproof Pad kitchen table wardrobe drawer mats</div></div></div></div>",-1,0,1
Can & Bottle Opener,235,500,Kitchen & Dining > Kitchen Utensils > Can Openers,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/13/Can---Bottle-Opener-1663151812068.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/13/Can---Bottle-Opener-1663151813135.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Can & Bottle Opener</h2><div class=""description""><ul class=""""><li class=""""> High Quality Steel.</li><li class="""">Easy to Turn Knob.</li><li class=""""> Handy Built In Bottle Opener</li><li class=""""> Stainless Steel, Plastic.</li><li class=""""> Length: 24cm</li><li class=""""> Portable design</li><li class=""""> Easy to carry</li><li class=""""> Sleek design</li><li class=""""> can opener and Can Cutter</li><li class=""""> Wire stripper</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><span></span></div></div><h2 class=""specifications_heading"">Specifications of Can & Bottle Opener</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">137216939_BD-1059766089</div></li><li class=""key-li""><span class=""key-title""> Material  </span><div class=""html-content key-value"">Stainless Steel</div></li><li class=""key-li""><span class=""key-title""> Can Opener Type  </span><div class=""html-content key-value"">Manual</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Can &amp; Bottle Opener</div></div></div></div>",-1,0,1
Scalers Plastic Fish Grater Scraper Fish Cleaning Scraping Scales Device,70,350,Kitchen & Dining > Kitchen Utensils > Graters >  Peelers & Slicers,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151818030.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151819089.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151819712.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151820811.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151821869.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Scalers Plastic Fish Grater Scraper Fish Cleaning Scraping Scales Device</h2><div class=""description""><ul class=""""><li class="""">Plastic Fish Scales Graters Scraper Fish Cleaning Scraping Scales Device</li><li class="""">Description: Plastic Fish Scales Graters Scraper Fish Cleaning Tool Scraping Scales Device with Cover Home Kitchen Cooking Tools</li><li class="""">Features: Fish shape design and lovely appearance bring a lot of fun to home life. With the cover design, when the fish scales are scraped, the scales are not flying, and the operation is convenient. The bottom is raised, and the fish scales are scraped easily.</li><li class="""">The washing is convenient, clean and sanitary, and the handle is provided with hanging holes, which can be hung and placed neatly.</li><li class=""""> Material: PP</li><li class=""""> Size: 16*5.5*4.5cm/6.3*2.17*1.77\</li><li class="""">Weight: 61g</li><li class="""">Packing: Kraft carton</li><li class="""">Included: 1 x Fish Scales Grater</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><p ><span ></span></p><div ><div ><img src=""https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151823121.jpg"" ></div></div><div ><div ><img src=""https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151824058.jpg"" ></div></div><div ><div ><img src=""https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151825142.jpg"" ></div></div><div ><div ><img src=""https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151826198.jpg"" ></div></div><div ><div ><img src=""https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/14/Scalers-Plastic-Fish-Grater-Scraper-Fish-Cleaning-Scraping-Scales-Device-1663151827284.jpg"" ></div></div><p ><span></span></p></div></div><h2 class=""specifications_heading"">Specifications of Scalers Plastic Fish Grater Scraper Fish Cleaning Scraping Scales Device</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">213220508_BD-1162562913</div></li><li class=""key-li""><span class=""key-title""> Material  </span><div class=""html-content key-value"">Fabric and Plastic</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Scalers Plastic Fish Grater Scraper Fish Cleaning Scraping Scales Device</div></div></div></div>",-1,0,1
10 inch Non Stick Cake Pan and Bread Mold - Black,120,350,Kitchen & Dining > Bakeware > Bakeware Sets,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/15/10-inch-Non-Stick-Cake-Pan-and-Bread-Mold---Black-1663151833730.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/15/10-inch-Non-Stick-Cake-Pan-and-Bread-Mold---Black-1663151834787.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of 10 inch Non Stick Cake Pan and Bread Mold - Black</h2><div class=""description""><ul class=""""><li class="""">Type: Baking Dishes &amp; Pans</li><li class="""">Material: Metal, Qualified Carbon Steel</li><li class="""">Feature: Disposable, Eco-Friendly, Stocked</li><li class="""">Interior: High Quality Non-stick Coating</li><li class="""">Exterior: High Quality Heat Resistant Coating</li><li class="""">Usage : Suitable for using on all gas, electric, induction and ceramic cooktops, hot plate</li><li class="""">Size : 10 inch * 5.12’’inch</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><p ><span ></span></p><div ><img src=""https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/15/10-inch-Non-Stick-Cake-Pan-and-Bread-Mold---Black-1663151839889.png"" ></div><p></p></div></div><h2 class=""specifications_heading"">Specifications of 10 inch Non Stick Cake Pan and Bread Mold - Black</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">132120670_BD-1052860206</div></li><li class=""key-li""><span class=""key-title""> Cookware material  </span><div class=""html-content key-value"">Stainless Steel</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">10 ইঞ্চি নন স্টিক কেক প্যান এবং রুটির ছাঁচ-কালো</div></div></div></div>",-1,0,1
Plastic And Stainless Steel Knife Sharpener Machine,187,500,Kitchen & Dining > Kitchen Utensils > Knives & Accessories > Knife Sharpeners & Blocks,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/16/Plastic-And-Stainless-Steel-Knife-Sharpener-Machine-1663151844982.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/16/Plastic-And-Stainless-Steel-Knife-Sharpener-Machine-1663151845606.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/16/Plastic-And-Stainless-Steel-Knife-Sharpener-Machine-1663151846691.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/16/Plastic-And-Stainless-Steel-Knife-Sharpener-Machine-1663151847752.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/16/Plastic-And-Stainless-Steel-Knife-Sharpener-Machine-1663151848847.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Plastic And Stainless Steel Knife Sharpener Machine</h2><div class=""description""><ul class=""""><li class="""">Metal Type: Plastic + Stainless Steel</li><li class="""">Size: Approx 20.5*7*6 cm</li><li class="""">Style: convenient</li><li class="""">Material: Plastic + Stainless Steel</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><ul>
	<li>It is Cute, Fashionable and Looks Special. A Great Attraction for Any Themed Party or Event.</li>
	<li>Suitable for Birthday Party, Children's, Return Gift, Bar, Club, Cafe, Hotels, Coffee Shop, Family.</li>
	<li>Made of Food Grade PVC Plastic.</li>
	<li>Reusable Plastic material for juice drink mock tail etc.</li>
	<li>Random Designs &amp; Random Color</li>
</ul></div></div><h2 class=""specifications_heading"">Specifications of Plastic And Stainless Steel Knife Sharpener Machine</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">227633041_BD-1171697736</div></li><li class=""key-li""><span class=""key-title""> Material  </span><div class=""html-content key-value"">Fabric and Plastic</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Knife sharpener machine</div></div></div></div>",-1,0,1
Nose UP Silicone Beauty Clip Lifting Shaping Clipper No pain Rhinoplasty Lift Up Slimmer Smaller Align Shape Clip Wrap,55,125,Health & Beauty > Medical Supplies > Health Accessories,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/17/Nose-UP-Silicone-Beauty-Clip-Lifting-Shaping-Clipper-No-pain-Rhinoplasty-Lift-Up-Slimmer-Smaller-Align-Shape-Clip-Wrap-1663151855861.png,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/17/Nose-UP-Silicone-Beauty-Clip-Lifting-Shaping-Clipper-No-pain-Rhinoplasty-Lift-Up-Slimmer-Smaller-Align-Shape-Clip-Wrap-1663151856949.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/17/Nose-UP-Silicone-Beauty-Clip-Lifting-Shaping-Clipper-No-pain-Rhinoplasty-Lift-Up-Slimmer-Smaller-Align-Shape-Clip-Wrap-1663151858022.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/17/Nose-UP-Silicone-Beauty-Clip-Lifting-Shaping-Clipper-No-pain-Rhinoplasty-Lift-Up-Slimmer-Smaller-Align-Shape-Clip-Wrap-1663151859113.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/17/Nose-UP-Silicone-Beauty-Clip-Lifting-Shaping-Clipper-No-pain-Rhinoplasty-Lift-Up-Slimmer-Smaller-Align-Shape-Clip-Wrap-1663151860173.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/17/Nose-UP-Silicone-Beauty-Clip-Lifting-Shaping-Clipper-No-pain-Rhinoplasty-Lift-Up-Slimmer-Smaller-Align-Shape-Clip-Wrap-1663151861263.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/17/Nose-UP-Silicone-Beauty-Clip-Lifting-Shaping-Clipper-No-pain-Rhinoplasty-Lift-Up-Slimmer-Smaller-Align-Shape-Clip-Wrap-1663151861904.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/17/Nose-UP-Silicone-Beauty-Clip-Lifting-Shaping-Clipper-No-pain-Rhinoplasty-Lift-Up-Slimmer-Smaller-Align-Shape-Clip-Wrap-1663151863004.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Nose UP Silicone Beauty Clip Lifting Shaping Clipper No pain Rhinoplasty Lift Up Slimmer Smaller Align Shape Clip Wrap</h2><div class=""description""><ul class=""""><li class="""">Comfortable and will not damage your skin.</li><li class="""">Apply to nose for approximately 15 minutes a day for desired effect.</li><li class="""">Easy to clean.</li><li class="""">Washable or wipe with a clean cloth.</li><li class="""">It is better to clean before you first use.</li><li class="""">It needs time to adapt.</li><li class="""">Package includes: 1 x Nose up lifter + 1 x nose bridge straightener.</li><li class="""">Note: Maybe some people use firstly will feel a little uncomfortable.</li><li class="""">Color: As same as picture.</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><span></span></div></div><h2 class=""specifications_heading"">Specifications of Nose UP Silicone Beauty Clip Lifting Shaping Clipper No pain Rhinoplasty Lift Up Slimmer Smaller Align Shape Clip Wrap</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">141984330_BD-1065756653</div></li><li class=""key-li""><span class=""key-title""> Capacity  </span><div class=""html-content key-value"">1 Pcs</div></li><li class=""key-li""><span class=""key-title""> Pack Size  </span><div class=""html-content key-value"">Not Specified</div></li><li class=""key-li""><span class=""key-title""> Weight  </span><div class=""html-content key-value"">50 gm</div></li><li class=""key-li""><span class=""key-title""> Country of Origin  </span><div class=""html-content key-value"">Not Specified</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Nose UP Silicone Beauty Clip Lifting Shaping Clipper No pain Rhinoplasty Lift Up Slimmer Smaller Align Shape Clip Wrap</div></div></div></div>",-1,0,1
Toothbrush Box Holder Cup Bathroom Holder,280,550,Health & Beauty > Personal Care > Oral Care > Toothbrushes,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/18/Toothbrush-Box-Holder-Cup-Bathroom-Holder-1663151868370.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/18/Toothbrush-Box-Holder-Cup-Bathroom-Holder-1663151869009.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/18/Toothbrush-Box-Holder-Cup-Bathroom-Holder-1663151870093.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/18/Toothbrush-Box-Holder-Cup-Bathroom-Holder-1663151871151.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/18/Toothbrush-Box-Holder-Cup-Bathroom-Holder-1663151872240.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of Toothbrush Box Holder Cup Bathroom Holder</h2><div class=""description""><ul class=""""><li class="""">Product Type: Toothbrush Rack</li><li class="""">Material: PP + AS + ABSItem</li><li class="""">Size: 180 × 162 × 110 mmGood quality and good design</li><li class="""">Color: Same as the picture</li><li class="""">Condition: 100% Brand New</li><li class="""">Quantity: 1pc</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><ul>
	<li>Product Type: Toothbrush Rack</li>
	<li>Material: PP + AS + ABSItem</li>
	<li>Size: 180 × 162 × 110 mmGood quality and good design</li>
	<li>Color: Same as the picture</li>
	<li>Condition: 100% Brand New</li>
	<li>Quantity: 1pc</li>
</ul></div></div><h2 class=""specifications_heading"">Specifications of Toothbrush Box Holder Cup Bathroom Holder</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">202661668_BD-1150269500</div></li><li class=""key-li""><span class=""key-title""> Pack Type  </span><div class=""html-content key-value"">Multi-pack</div></li><li class=""key-li""><span class=""key-title""> Product Form  </span><div class=""html-content key-value"">Hard</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">Toothbrush Box Holder Cup Bathroom Holder</div></div></div></div>",-1,0,1
1 Pound Love Shape Cake Mold 6 inch Love shape cake decoration mold aluminum cake mold cake baking mold,97,350,Kitchen & Dining > Bakeware > Baking Tools & Accessories,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/19/1-Pound-Love-Shape-Cake-Mold-6-inch-Love-shape-cake-decoration-mold-aluminum-cake-mold-cake-baking-mold-1663151877622.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/19/1-Pound-Love-Shape-Cake-Mold-6-inch-Love-shape-cake-decoration-mold-aluminum-cake-mold-cake-baking-mold-1663151878687.jpg","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of 1 Pound Love Shape Cake Mold 6 inch Love shape cake decoration mold aluminum cake mold cake baking mold</h2><div class=""description""><ul class=""""><li class="""">ype: Love Shape</li><li class="""">Size:length 6 inch</li><li class="""">Height 2.5 inch</li><li class="""">Made of Galvanised Sheet with long lasting quality.</li><li class="""">Comfortable to use</li><li class="""">It is reusable and easy to clean.</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><ul>
	<li>ype: Love Shape</li>
	<li>Size:length 6 inch</li>
	<li>Height 2.5 inch</li>
	<li>Made of Galvanised Sheet with long lasting quality.</li>
	<li>Comfortable to use</li>
	<li>It is reusable and easy to clean.</li>
</ul></div></div><h2 class=""specifications_heading"">Specifications of 1 Pound Love Shape Cake Mold 6 inch Love shape cake decoration mold aluminum cake mold cake baking mold</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">204883673_BD-1153065632</div></li><li class=""key-li""><span class=""key-title""> Baking Utensil Type  </span><div class=""html-content key-value"">Mould</div></li><li class=""key-li""><span class=""key-title""> Cookware material  </span><div class=""html-content key-value"">Aluminium</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">1 Pound Love Shape Cake Mold 6 inch Love shape cake decoration mold aluminum cake mold cake baking mold</div></div></div></div>",-1,0,1
KAMRO Plus Free Size Long Double Ring Big Mens Canvas Fabric Cloth Belts Multi Collor,43,150,Fashion > Men > Accessories > Belts,"https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/20/KAMRO-Plus-Free-Size-Long-Double-Ring-Big-Mens-Canvas-Fabric-Cloth-Belts-Multi-Collor-1663151884210.jpg,https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/20/KAMRO-Plus-Free-Size-Long-Double-Ring-Big-Mens-Canvas-Fabric-Cloth-Belts-Multi-Collor-1663151885300.png","<div class=""drz_description""><h2 class=""productDetails_heading"">Product details of KAMRO Plus Free Size Long Double Ring Big Mens Canvas Fabric Cloth Belts Multi Collor</h2><div class=""description""><ul class=""""><li class="""">Canvas Cloth Fabric</li><li class="""">Size :34 to 48</li><li class="""">Belt size need choose longer than your waist size. 8-11'' longer according to your preference.</li><li class="""">Double metal ring canvas belts, can be fixed in each place, very utility and convenient</li><li class="""">Thicker solid metal buckle, strong and durable. Buckle 1.38x1.96''; Belt width: 1.49''</li><li class="""">Classic simple no holes utility design, full adjustable, easy use, your best choice for daily casual wearing.</li></ul></div><div class=""htmlContent""><div class=""html-content detail-content""><p ><span ></span></p><div ><div ><img src=""https://danamela.com.bd/wp-content/uploads/product_images/products-1663151680610/20/KAMRO-Plus-Free-Size-Long-Double-Ring-Big-Mens-Canvas-Fabric-Cloth-Belts-Multi-Collor-1663151886374.jpg"" ></div></div><p ><span></span></p></div></div><h2 class=""specifications_heading"">Specifications of KAMRO Plus Free Size Long Double Ring Big Mens Canvas Fabric Cloth Belts Multi Collor</h2><div class=""specifications""><ul class=""specification-keys""><li class=""key-li""><span class=""key-title""> Brand  </span><div class=""html-content key-value"">No Brand</div></li><li class=""key-li""><span class=""key-title""> SKU  </span><div class=""html-content key-value"">209313555_BD-1159562268</div></li><li class=""key-li""><span class=""key-title""> Main Material  </span><div class=""html-content key-value"">Cotton</div></li></ul></div><div class=""boxContent""><div class=""box-content""><span class=""key-title"">What’s in the box</span><div class=""html-content box-content-html"">KAMRO Plus Free Size Long Double Ring Big Mens Canvas Fabric Cloth Belts Multi Collor</div></div></div></div>",-1,0,1
